,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet date,tweet_id,tweet_lang,tweet_reply,text,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_tweets,geo,annotations,urls,mentions,hashtags,clean_mentions,clean_annotations,clean_urls,clean_hashtags
1205,104101682,tkmttkmt,Takimoto,あらゆるジャンルの音楽と、その歴史に関心があります。自己紹介代わりのプレイリスト更新中。https://t.co/kzmgIdItOp,Japan,9464,3538,26949,2021-12-05 07:41:49+00:00,1467398790072401920,ja,everyone,"#2021年ベストアルバム
② Alvin Lucier『Music for Piano XL』
残念ながら、先日90歳で亡くなったアメリカの現代音楽作曲家Lucierの最晩年の作品。「間」に満ちた静謐なピアノと、オシレーターによるサイン波の組み合わせは、坂本龍一とAlva Notoのコラボも彷彿とさせます。
https://t.co/NWFnAI59Mk https://t.co/zQLODVrGls",1,1,15,0,104101682.0,"[{'type': 'replied_to', 'id': '1467394904452382729', 'referenced_tweets': [{'type': 'replied_to', 'id': '1467295800233701379'}], 'entities': {'hashtags': [{'start': 0, 'end': 13, 'tag': '2021年ベストアルバム'}], 'annotations': [{'start': 16, 'end': 29, 'probability': 0.44670000000000004, 'type': 'Person', 'normalized_text': 'Eliane Radigue'}, {'start': 31, 'end': 43, 'probability': 0.5796, 'type': 'Other', 'normalized_text': 'Occam Ocean 3'}, {'start': 46, 'end': 49, 'probability': 0.5992000000000001, 'type': 'Place', 'normalized_text': 'チベット'}, {'start': 71, 'end': 74, 'probability': 0.9449000000000001, 'type': 'Place', 'normalized_text': 'フランス'}, {'start': 96, 'end': 102, 'probability': 0.4849, 'type': 'Other', 'normalized_text': 'オッカムの剃刀'}], 'urls': [{'start': 151, 'end': 174, 'url': 'https://t.co/vCiDw0tk5d', 'expanded_url': 'https://open.spotify.com/album/6Enyd6EAZj6GQlGWg6CrYC?si=x2wUl4UNQ36e5FxUQLyVEg', 'display_url': 'open.spotify.com/album/6Enyd6EA…'}, {'start': 175, 'end': 198, 'url': 'https://t.co/28MTAflryz', 'expanded_url': 'https://twitter.com/tkmttkmt/status/1467394904452382729/photo/1', 'display_url': 'pic.twitter.com/28MTAflryz'}]}, 'text': '#2021年ベストアルバム\n① Eliane Radigue『Occam Ocean 3』\nチベット音楽に影響を受け、50年代から活動していたフランスの現代音楽作曲家Radigueの最新作。「オッカムの剃刀」のごとく削ぎ落とされた弦楽によるミニマルなドローンが、豊かな響きの「海」を生み出しています。\nhttps://t.co/vCiDw0tk5d https://t.co/28MTAflryz', 'public_metrics': {'retweet_count': 1, 'reply_count': 2, 'like_count': 34, 'quote_count': 1}, 'reply_settings': 'everyone', 'author_id': '104101682', 'in_reply_to_user_id': '104101682', 'created_at': '2021-12-05T07:26:22.000Z', 'lang': 'ja'}]",[],"[{'start': 16, 'end': 27, 'probability': 0.369, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 29, 'end': 46, 'probability': 0.7795000000000001, 'type': 'Other', 'normalized_text': 'Music for Piano XL'}, {'start': 66, 'end': 69, 'probability': 0.9068, 'type': 'Place', 'normalized_text': 'アメリカ'}, {'start': 128, 'end': 131, 'probability': 0.9749000000000001, 'type': 'Person', 'normalized_text': '坂本龍一'}, {'start': 133, 'end': 141, 'probability': 0.5613, 'type': 'Person', 'normalized_text': 'Alva Noto'}]","[{'start': 156, 'end': 179, 'url': 'https://t.co/NWFnAI59Mk', 'expanded_url': 'https://open.spotify.com/album/2ySKOOvcm2gMsDitdA4lj9?si=pU29n14QRUqkfGW2oueLQQ', 'display_url': 'open.spotify.com/album/2ySKOOvc…'}, {'start': 180, 'end': 203, 'url': 'https://t.co/zQLODVrGls', 'expanded_url': 'https://twitter.com/tkmttkmt/status/1467398790072401926/photo/1', 'display_url': 'pic.twitter.com/zQLODVrGls'}]",[],"[{'start': 0, 'end': 13, 'tag': '2021年ベストアルバム'}]",[],"Alvin Lucier, Music for Piano XL, アメリカ, 坂本龍一, Alva Noto","https://open.spotify.com/album/2ySKOOvcm2gMsDitdA4lj9?si=pU29n14QRUqkfGW2oueLQQ, https://twitter.com/tkmttkmt/status/1467398790072401926/photo/1",2021年ベストアルバム
1209,25264301,DiamondDaibhidJ,Diamond Daibhid James,"Blogger, Filmmaker, DJ at CIUT 89.5fm,Tues@5pm Rockabilly/Surf/Garage/Punk/Psyche/Blues/DooWop/Honky-Tonk, Silent Film, CMBA member AKA The Silver Screen Surfer","Toronto, Canada",1176,2307,16503,2021-12-05 04:32:15+00:00,1467351085346177024,ca,everyone,"#RIP to Electronic &amp; Avant Garde composer Alvin Lucier; #alvinlucier #electronicmusic 
https://t.co/XqrhedN5vI via @YouTube",0,0,1,0,[],[],[],[],"[{'start': 91, 'end': 114, 'url': 'https://t.co/XqrhedN5vI', 'expanded_url': 'https://youtu.be/f_Lrx_jJqPc', 'display_url': 'youtu.be/f_Lrx_jJqPc'}]","[{'start': 119, 'end': 127, 'username': 'YouTube', 'id': '10228272'}]","[{'start': 0, 'end': 4, 'tag': 'RIP'}, {'start': 60, 'end': 72, 'tag': 'alvinlucier'}, {'start': 73, 'end': 89, 'tag': 'electronicmusic'}]",YouTube,[],https://youtu.be/f_Lrx_jJqPc,"RIP, alvinlucier, electronicmusic"
1213,1183144131465342976,1003Yamato,Yamato_1003,,川越市,442,432,4211,2021-12-05 01:14:51+00:00,1467301407808450560,ja,everyone,"#RIP
#AlvinLucier
TLで知ったAlvin Lucierの訃報..... https://t.co/5BmbUvj4qt",0,0,13,0,[],"[{'type': 'quoted', 'id': '1388058651974193153', 'text': 'Alvin Lucier \nI Am Sitting In A Room（1981）\n『私は部屋で座っている。私が話しているのを録音して、もう一度再生する。それを繰り返し何度も何度も…』という言葉で始まるアルヴィン･ルシエの音響錬金術 （45min音楽要素無しです）\nhttps://t.co/VevqZOk66O https://t.co/rvkY0aUUTK', 'entities': {'annotations': [{'start': 0, 'end': 11, 'probability': 0.5437000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 102, 'end': 110, 'probability': 0.5953, 'type': 'Person', 'normalized_text': 'アルヴィン･ルシエ'}], 'urls': [{'start': 134, 'end': 157, 'url': 'https://t.co/VevqZOk66O', 'expanded_url': 'https://www.youtube.com/watch?v=fAxHlLK3Oyk', 'display_url': 'youtube.com/watch?v=fAxHlL…'}, {'start': 158, 'end': 181, 'url': 'https://t.co/rvkY0aUUTK', 'expanded_url': 'https://twitter.com/1003Yamato/status/1388058651974193153/photo/1', 'display_url': 'pic.twitter.com/rvkY0aUUTK'}]}, 'public_metrics': {'retweet_count': 1, 'reply_count': 3, 'like_count': 19, 'quote_count': 1}, 'reply_settings': 'everyone', 'author_id': '1183144131465342976', 'created_at': '2021-04-30T09:12:26.000Z', 'lang': 'ja'}]",[],"[{'start': 24, 'end': 35, 'probability': 0.6554, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 45, 'end': 68, 'url': 'https://t.co/5BmbUvj4qt', 'expanded_url': 'https://twitter.com/1003Yamato/status/1388058651974193153', 'display_url': 'twitter.com/1003Yamato/sta…'}]",[],"[{'start': 0, 'end': 4, 'tag': 'RIP'}, {'start': 5, 'end': 17, 'tag': 'AlvinLucier'}]",[],Alvin Lucier,https://twitter.com/1003Yamato/status/1388058651974193153,"RIP, AlvinLucier"
1219,867085484,dubmissionradio,Kerem Gokmen,Produce and host a show called Dubmission on WYEP Pittsburgh since 1998. Tweets about music 🎶 films 🎞  books 📚 football ⚽️ and other shit,"Pittsburgh, PA",965,1128,10816,2021-12-04 22:32:38+00:00,1467260583951183872,en,everyone,"Listening to ""Sound Portraits Radio #35 Alvin Lucier w/ Doron Sadja 14.05.2021"" https://t.co/1QhKZpf5hd by @cashmere_radio #nowplaying",0,0,1,0,[],[],[],"[{'start': 14, 'end': 34, 'probability': 0.6289, 'type': 'Other', 'normalized_text': 'Sound Portraits Radio'}, {'start': 40, 'end': 51, 'probability': 0.4556, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 80, 'end': 103, 'url': 'https://t.co/1QhKZpf5hd', 'expanded_url': 'https://www.mixcloud.com/CashmereRadio/sound-portraits-radio-35-alvin-lucier-w-doron-sadja-14052021/', 'display_url': 'mixcloud.com/CashmereRadio/…'}]","[{'start': 107, 'end': 122, 'username': 'cashmere_radio', 'id': '3234307989'}]","[{'start': 123, 'end': 134, 'tag': 'nowplaying'}]",cashmere_radio,"Sound Portraits Radio, Alvin Lucier",https://www.mixcloud.com/CashmereRadio/sound-portraits-radio-35-alvin-lucier-w-doron-sadja-14052021/,nowplaying
1221,76367863,vrijegeluiden,VPRO Vrije Geluiden,"A broadcast platform for music that is original, authentic, not much known, adventurous or just great.",Dutch Public Tv & Radio,6482,421,4362,2021-12-04 21:28:33+00:00,1467244458030862336,nl,everyone,"Een onweerstaanbare Doorgeef-CD-van-de-Week, een supertip voor kerstconcerten door ’t Hollands Collectief, een nieuwe pracht-cd van het Amstel Q, en muziek van Alvin Lucier. En dat allemaal in één uurtje #vrijegeluiden @vpro op @NPORadio4 hedenavond.  https://t.co/EnPeVm3Tie https://t.co/uksJIHPEis",1,0,1,0,[],[],[],[],"[{'start': 252, 'end': 275, 'url': 'https://t.co/EnPeVm3Tie', 'expanded_url': 'https://www.nporadio4.nl/klassiek/vrije-geluiden/96a38983-f40a-4430-bf92-74664b66a9d9/vrijegeluidentips', 'display_url': 'nporadio4.nl/klassiek/vrije…'}, {'start': 276, 'end': 299, 'url': 'https://t.co/uksJIHPEis', 'expanded_url': 'https://twitter.com/vrijegeluiden/status/1467244458030862343/photo/1', 'display_url': 'pic.twitter.com/uksJIHPEis'}]","[{'start': 219, 'end': 224, 'username': 'vpro', 'id': '7348632'}, {'start': 228, 'end': 238, 'username': 'NPORadio4', 'id': '18102125'}]","[{'start': 204, 'end': 218, 'tag': 'vrijegeluiden'}]","vpro, NPORadio4",[],"https://www.nporadio4.nl/klassiek/vrije-geluiden/96a38983-f40a-4430-bf92-74664b66a9d9/vrijegeluidentips, https://twitter.com/vrijegeluiden/status/1467244458030862343/photo/1",vrijegeluiden
1227,30667463,10178berlin,10178berlin,,BERLIN,376,754,84572,2021-12-04 18:35:13+00:00,1467200838137491456,de,everyone,"Zum Tod von Alvin Lucier, Alchemist der Echos und Resonanzen #srf https://t.co/7YEExRMibP",0,0,0,0,[],[],[],[],"[{'start': 66, 'end': 89, 'url': 'https://t.co/7YEExRMibP', 'expanded_url': 'https://www.srf.ch/audio/musik-unserer-zeit/zum-tod-von-alvin-lucier-alchemist-der-echos-und-resonanzen?id=12100712&ns_source=mobile&srg_sm_medium=tw', 'display_url': 'srf.ch/audio/musik-un…'}]",[],"[{'start': 61, 'end': 65, 'tag': 'srf'}]",[],[],https://www.srf.ch/audio/musik-unserer-zeit/zum-tod-von-alvin-lucier-alchemist-der-echos-und-resonanzen?id=12100712&ns_source=mobile&srg_sm_medium=tw,srf
1229,17778906,sikklaffter,Forest Juziuk,"• ASRA
• Late Music w/ @sarahdavachi
• Laffs & Danger
• Everything Is Terrible!
• Play(ed) jug on ‘n’ off in Grateful Dead","Detroit, MI",1529,394,19726,2021-12-04 17:00:55+00:00,1467177106798952448,en,everyone,Here's the raw audio I recorded in 2017 of the conversation between John Olson (Wold Eyes et al) and Alvin Lucier that made this @artnews piece – includes a Mick Jagger joke that was sadly excised for print. REST IN PEACE. #alvinlucier https://t.co/aO3WRoDoZn,1,0,17,1,[],"[{'type': 'quoted', 'id': '1466095234069282830', 'text': 'RIP Alvin Lucier - wow. The way I think about the intersection of sound and music and how one becomes the other and vice versa is totally defined by his philosophy and approach. Thinking back to this piece where @olsonpower interviewed him. https://t.co/q7WXoXDUTN', 'entities': {'mentions': [{'start': 212, 'end': 223, 'username': 'olsonpower', 'id': '98487499'}], 'annotations': [{'start': 4, 'end': 15, 'probability': 0.9551000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}], 'urls': [{'start': 241, 'end': 264, 'url': 'https://t.co/q7WXoXDUTN', 'expanded_url': 'https://www.artnews.com/art-news/artists/alvin-lucier-sits-in-a-room-and-speaks-with-fellow-experimental-musician-john-olson-8428/', 'display_url': 'artnews.com/art-news/artis…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1466095234669023233/8Q-MBnzQ?format=jpg&name=orig', 'width': 800, 'height': 533}, {'url': 'https://pbs.twimg.com/news_img/1466095234669023233/8Q-MBnzQ?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Alvin Lucier Sits in a Room—and Speaks with Fellow Experimental Musician John Olson', 'description': 'Alvin Lucier is a composer and sound-theorist who has worked with experimental music since the early 1960s. His many works include the electronic sonification of brainwaves and I Am Sitting in a Ro…', 'unwound_url': 'https://www.artnews.com/art-news/artists/alvin-lucier-sits-in-a-room-and-speaks-with-fellow-experimental-musician-john-olson-8428/'}]}, 'public_metrics': {'retweet_count': 45, 'reply_count': 4, 'like_count': 293, 'quote_count': 8}, 'reply_settings': 'everyone', 'author_id': '1135789728', 'created_at': '2021-12-01T17:21:57.000Z', 'lang': 'en'}]",[],"[{'start': 68, 'end': 77, 'probability': 0.9928, 'type': 'Person', 'normalized_text': 'John Olson'}, {'start': 80, 'end': 88, 'probability': 0.3924, 'type': 'Person', 'normalized_text': 'Wold Eyes'}, {'start': 101, 'end': 112, 'probability': 0.981, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 157, 'end': 167, 'probability': 0.976, 'type': 'Person', 'normalized_text': 'Mick Jagger'}]","[{'start': 236, 'end': 259, 'url': 'https://t.co/aO3WRoDoZn', 'expanded_url': 'https://twitter.com/JWilliger/status/1466095234069282830', 'display_url': 'twitter.com/JWilliger/stat…'}]","[{'start': 129, 'end': 137, 'username': 'artnews', 'id': '67691067'}]","[{'start': 223, 'end': 235, 'tag': 'alvinlucier'}]",artnews,"John Olson, Wold Eyes, Alvin Lucier, Mick Jagger",https://twitter.com/JWilliger/status/1466095234069282830,alvinlucier
1278,137449731,weslpress,weslpress,"Publishing in its current form since 1957, Wesleyan UP focuses on poetry, music, dance, and the arts. See website link for new poetry!","Middletown, CT",3342,1884,7332,2021-12-03 21:15:16+00:00,1466878727749607424,en,everyone,"Remembering Alvin Lucier, a pioneer in many areas of music composition and performance, John Spencer Camp Professor of Music, Emeritus at Wesleyan University. #alvinlucier #music109 #wesleyanmusic #chambers #iamsittinginaroom #soundart #sonicarts #composer https://t.co/2aORFzCYcu",0,1,2,0,[],[],[],"[{'start': 12, 'end': 23, 'probability': 0.9580000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 88, 'end': 123, 'probability': 0.41240000000000004, 'type': 'Organization', 'normalized_text': 'John Spencer Camp Professor of Music'}, {'start': 126, 'end': 133, 'probability': 0.6774, 'type': 'Person', 'normalized_text': 'Emeritus'}, {'start': 138, 'end': 156, 'probability': 0.705, 'type': 'Place', 'normalized_text': 'Wesleyan University'}]","[{'start': 257, 'end': 280, 'url': 'https://t.co/2aORFzCYcu', 'expanded_url': 'https://twitter.com/weslpress/status/1466878727749607438/photo/1', 'display_url': 'pic.twitter.com/2aORFzCYcu'}]",[],"[{'start': 159, 'end': 171, 'tag': 'alvinlucier'}, {'start': 172, 'end': 181, 'tag': 'music109'}, {'start': 182, 'end': 196, 'tag': 'wesleyanmusic'}, {'start': 197, 'end': 206, 'tag': 'chambers'}, {'start': 207, 'end': 225, 'tag': 'iamsittinginaroom'}, {'start': 226, 'end': 235, 'tag': 'soundart'}, {'start': 236, 'end': 246, 'tag': 'sonicarts'}, {'start': 247, 'end': 256, 'tag': 'composer'}]",[],"Alvin Lucier, John Spencer Camp Professor of Music, Emeritus, Wesleyan University",https://twitter.com/weslpress/status/1466878727749607438/photo/1,"alvinlucier, music109, wesleyanmusic, chambers, iamsittinginaroom, soundart, sonicarts, composer"
1282,321603690,bjeaglefeather,Bradley Jon Eaglefeather,"The Organic Intellectual, Transmedia Producer, DJ, Nanotechnologist | Creative Collaborative Media Design @theeaglesvision | https://t.co/wThRX7XMky aloha!",Cape Town,8963,7628,164108,2021-12-03 20:40:35+00:00,1466869997691498496,en,everyone,Experimental composer Alvin Lucier has died aged 90: The US-born composer paved the way for IDM Continue reading... https://t.co/6KCZLYmYM4 | @Mixmag #Mixmag #Music #DanceCulture https://t.co/UcPHcgl9zr,3,0,0,0,[],[],[],"[{'start': 22, 'end': 33, 'probability': 0.993, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 116, 'end': 139, 'url': 'https://t.co/6KCZLYmYM4', 'expanded_url': 'http://dlvr.it/SDjMCz', 'display_url': 'dlvr.it/SDjMCz'}, {'start': 179, 'end': 202, 'url': 'https://t.co/UcPHcgl9zr', 'expanded_url': 'https://twitter.com/bjeaglefeather/status/1466869997691498497/photo/1', 'display_url': 'pic.twitter.com/UcPHcgl9zr'}]","[{'start': 142, 'end': 149, 'username': 'Mixmag', 'id': '18672145'}]","[{'start': 150, 'end': 157, 'tag': 'Mixmag'}, {'start': 158, 'end': 164, 'tag': 'Music'}, {'start': 165, 'end': 178, 'tag': 'DanceCulture'}]",Mixmag,Alvin Lucier,"http://dlvr.it/SDjMCz, https://twitter.com/bjeaglefeather/status/1466869997691498497/photo/1","Mixmag, Music, DanceCulture"
1283,259002025,MerakiMusik,#WeAreMeraki,HYPER COLLABORATIVE👋 AGILE🧠 INCLUSIVE 🌈 part of @wearemeraki family👥 PASSIONATE 💕about #ElectronicMusic (formerly @OFTLOHpr),London,3555,325,40674,2021-12-03 20:15:17+00:00,1466863630708785152,en,everyone,#MixmagNews Experimental composer Alvin Lucier has died aged 90 https://t.co/uMpwOCuWNh,0,0,0,0,[],[],[],"[{'start': 34, 'end': 45, 'probability': 0.9927, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 64, 'end': 87, 'url': 'https://t.co/uMpwOCuWNh', 'expanded_url': 'https://bit.ly/3rzd2J6', 'display_url': 'bit.ly/3rzd2J6'}]",[],"[{'start': 0, 'end': 11, 'tag': 'MixmagNews'}]",[],Alvin Lucier,https://bit.ly/3rzd2J6,MixmagNews
1284,17852087,newsounds,newsounds,"A home for the musically curious. Serving hand-picked, genre-free music 24/7.","New York, NY",13099,7754,6925,2021-12-03 20:05:59+00:00,1466861289993605120,en,everyone,"Latest show is a tribute to #AlvinLucier, the late American composer and #electroacoustic explorer who blurred the line between sound and music. Listen to works from his “long, innovative, strange, but influential career,” (Schaefer). https://t.co/srad7PJXgd https://t.co/TL3kDLsuMt",2,0,7,1,[],[],[],"[{'start': 224, 'end': 231, 'probability': 0.5438000000000001, 'type': 'Person', 'normalized_text': 'Schaefer'}]","[{'start': 235, 'end': 258, 'url': 'https://t.co/srad7PJXgd', 'expanded_url': 'https://www.newsounds.org/story/4568-tribute-alvin-lucier/', 'display_url': 'newsounds.org/story/4568-tri…'}, {'start': 259, 'end': 282, 'url': 'https://t.co/TL3kDLsuMt', 'expanded_url': 'https://twitter.com/newsounds/status/1466861289993605123/photo/1', 'display_url': 'pic.twitter.com/TL3kDLsuMt'}]",[],"[{'start': 28, 'end': 40, 'tag': 'AlvinLucier'}, {'start': 73, 'end': 89, 'tag': 'electroacoustic'}]",[],Schaefer,"https://www.newsounds.org/story/4568-tribute-alvin-lucier/, https://twitter.com/newsounds/status/1466861289993605123/photo/1","AlvinLucier, electroacoustic"
1289,4624895789,fradanilo62,Danilo,,[],65,228,27280,2021-12-03 19:27:17+00:00,1466851551008509952,en,everyone,"Watch “Alvin Lucier: I am sitting in a room - November 9th, 2017” by @issueproject on #Vimeo https://t.co/ZFQWkaPmeQ",0,0,0,0,[],[],[],"[{'start': 7, 'end': 18, 'probability': 0.9356000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 93, 'end': 116, 'url': 'https://t.co/ZFQWkaPmeQ', 'expanded_url': 'https://vimeo.com/280769396', 'display_url': 'vimeo.com/280769396'}]","[{'start': 69, 'end': 82, 'username': 'issueproject', 'id': '17958818'}]","[{'start': 86, 'end': 92, 'tag': 'Vimeo'}]",issueproject,Alvin Lucier,https://vimeo.com/280769396,Vimeo
1290,166882438,GreggJLevine,Gregg Levine,Reporter/Editor/Analyst | Flâneur/gadabout/gimlet eye | bys @NewYorker @TheNation @Guardian @NewRepublic @AJAM | 2020 Alicia Patterson Foundation fellow.,NYC,1513,2096,22842,2021-12-03 19:25:37+00:00,1466851133876576256,en,everyone,"Just reading that Alvin Lucier, a giant in experimental music and a giant of a presence when I was at Wesleyan, has died. Lucier’s work took patience, but the patience was rewarded. #RIP  https://t.co/QLXSW7JQHx",0,0,1,0,[],[],[],"[{'start': 18, 'end': 29, 'probability': 0.9617, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 102, 'end': 109, 'probability': 0.5332, 'type': 'Place', 'normalized_text': 'Wesleyan'}]","[{'start': 188, 'end': 211, 'url': 'https://t.co/QLXSW7JQHx', 'expanded_url': 'https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html', 'display_url': 'nytimes.com/2021/12/01/art…'}]",[],"[{'start': 182, 'end': 186, 'tag': 'RIP'}]",[],"Alvin Lucier, Wesleyan",https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html,RIP
1291,16817883,scifri,Science Friday,"Your source for entertaining and educational stories about science, technology, and more. Hosted by @iraflatow. From @WNYCStudios.","New York, New York",753351,16614,58393,2021-12-03 19:17:00+00:00,1466848964284715008,en,everyone,"Alvin Lucier, a giant of experimental music, has passed away at 90. Lucier is known for composing science-inspired music with brain waves, room resonances, and more.

On #SciFriLive📻, percussionist @prettynoisybell joins us to celebrate his life and work.
https://t.co/iLhnkKivnV",4,0,9,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9579000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 256, 'end': 279, 'url': 'https://t.co/iLhnkKivnV', 'expanded_url': 'https://www.sciencefriday.com/segments/alvin-lucier-obituary/', 'display_url': 'sciencefriday.com/segments/alvin…'}]","[{'start': 198, 'end': 214, 'username': 'prettynoisybell', 'id': '1039316462'}]","[{'start': 170, 'end': 181, 'tag': 'SciFriLive'}]",prettynoisybell,Alvin Lucier,https://www.sciencefriday.com/segments/alvin-lucier-obituary/,SciFriLive
1304,1331601709056057344,FireABand1,Fire-A-Band,"Fire-A-Band war eine Mannheimer Punkband der 90er Jahre mit Thomas ""Samson"" Raab (b, voc -R.I.P. 23.03.2019), Harry Meier (g, voc), Metze (g), Holger Herzog (d)",[],823,1982,5920,2021-12-03 17:26:55+00:00,1466821261904990208,en,everyone,"#Fridaydisco on a different level... 

Schau dir ""Alvin Lucier - I Am Sitting In A Room"" auf YouTube an https://t.co/m6oA13Pam3",1,1,2,0,[],[],[],"[{'start': 50, 'end': 61, 'probability': 0.6311, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 104, 'end': 127, 'url': 'https://t.co/m6oA13Pam3', 'expanded_url': 'https://youtu.be/fAxHlLK3Oyk', 'display_url': 'youtu.be/fAxHlLK3Oyk'}]",[],"[{'start': 0, 'end': 12, 'tag': 'Fridaydisco'}]",[],Alvin Lucier,https://youtu.be/fAxHlLK3Oyk,Fridaydisco
1312,14535099,guidewire,Guidewire,"Music maker, sound designer, graphics, VR/AR nerd. VR dev at @flipsidexr",right here,875,3602,3513,2021-12-03 16:51:34+00:00,1466812365953974272,en,everyone,"I'm saddened by the loss of Alvin Lucier - ""I Am Sitting In A Room"" was very important in my growth as a musician and sound artist.  Take some time to listen to it.   https://t.co/EEffQkvvzh via @YouTube #soundart",0,1,1,0,[],[],[],"[{'start': 28, 'end': 39, 'probability': 0.9461, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 44, 'end': 65, 'probability': 0.9746, 'type': 'Other', 'normalized_text': 'I Am Sitting In A Room'}]","[{'start': 167, 'end': 190, 'url': 'https://t.co/EEffQkvvzh', 'expanded_url': 'https://youtu.be/fAxHlLK3Oyk', 'display_url': 'youtu.be/fAxHlLK3Oyk'}]","[{'start': 195, 'end': 203, 'username': 'YouTube', 'id': '10228272'}]","[{'start': 204, 'end': 213, 'tag': 'soundart'}]",YouTube,"Alvin Lucier, I Am Sitting In A Room",https://youtu.be/fAxHlLK3Oyk,soundart
1330,1076184037591580672,ceballo_jimenez,Alejandro Jiménez Ceballos,"Conocerás Técnica y estilo con los que se diseña, proyecta y se construyen edificios o monumentos. #AlejandroJimenezCeballos #AlejandroCeballos #Arquitectura",[],26,130,1058,2021-12-03 13:23:01+00:00,1466759882040827904,en,everyone,ALVIN LUCIER (1931-2021): EXPLORATION OF THE HOUSE (2005) https://t.co/kAZ15Huf4v #AlejandroJimenezCeballos #AlejandroCeballos #Arquitectura,0,0,0,0,[],[],[],[],"[{'start': 58, 'end': 81, 'url': 'https://t.co/kAZ15Huf4v', 'expanded_url': 'https://buff.ly/3ofnXpu', 'display_url': 'buff.ly/3ofnXpu'}]",[],"[{'start': 82, 'end': 107, 'tag': 'AlejandroJimenezCeballos'}, {'start': 108, 'end': 126, 'tag': 'AlejandroCeballos'}, {'start': 127, 'end': 140, 'tag': 'Arquitectura'}]",[],[],https://buff.ly/3ofnXpu,"AlejandroJimenezCeballos, AlejandroCeballos, Arquitectura"
1331,19073246,CBCarey,Christian Carey,"Composer, performer, musicologist, theorist;
Associate Professor @wccnj, Editor @sequenza21.","New Jersey, USA",9228,10068,72022,2021-12-03 13:19:33+00:00,1466759010359644160,en,everyone,"Today in Music Since 1900, in our last day of classes before student presentations, we discuss Alvin Lucier, Jennifer Higdon, and Jessie Montgomery. #teaching @wccnj",0,0,0,0,[],[],[],"[{'start': 95, 'end': 106, 'probability': 0.9791000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 109, 'end': 123, 'probability': 0.9944000000000001, 'type': 'Person', 'normalized_text': 'Jennifer Higdon'}, {'start': 130, 'end': 146, 'probability': 0.9923000000000001, 'type': 'Person', 'normalized_text': 'Jessie Montgomery'}]",[],"[{'start': 159, 'end': 165, 'username': 'WCCNJ', 'id': '346784436'}]","[{'start': 149, 'end': 158, 'tag': 'teaching'}]",WCCNJ,"Alvin Lucier, Jennifer Higdon, Jessie Montgomery",[],teaching
